source_file,sha256,compressed_bytes,uncompressed_bytes,trace_rows,trace_schema_version,environment,agent,seed,phase_set,outcome_metadata_complete
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16001.trace.csv.gz,7691541533f4f4476cd3ab1eab4f4a06fbc83fa5ecfdcfe1c7f882f79d071247,45959,219607,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16001,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16002.trace.csv.gz,73cbbe47c42a6bfc2188acb5916f1fa4e059762f9277b74e897ddd9dd264a84e,45867,220561,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16002,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16003.trace.csv.gz,0b8269fe6f1818c4dece5d22b4d77b7a697bf1b2e323fb7d42911a2ff1a1a498,45323,220473,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16003,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16004.trace.csv.gz,8a5335618e6293582b975e7affcc46d66da000fd081aaf600259c2eed2530559,45853,219438,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16004,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16005.trace.csv.gz,cad3fbadd79de21c27440adfed9ca49a3ae10b8cf4e7ac8fcc56b43ca5c8abf1,45759,220375,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16005,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16006.trace.csv.gz,d3fdd12ce9566bf765ca01fac59f742f8c9ab1d0facf2d63308db770c8174eae,45804,219159,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16006,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16007.trace.csv.gz,8c56a5f5250ba059816e202bbb5316cb99e1b0d15b6f7f6af8452257f008e626,45869,219268,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16007,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16008.trace.csv.gz,3303ec78ff28a66a51a34eabb1773b772935b993c4292fc49ff2047a60350f2a,45919,220621,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16008,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16009.trace.csv.gz,0f5d5d5ba3ef7d9e8fdb637a04c79575a1b6e7be4902be4fdac28b52e4179a89,45775,219525,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16009,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16010.trace.csv.gz,c5e9ed5eec0a1f2bd61220a6ead13d5297d3bca40c824068c2259324bc8a0663,45579,220084,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16010,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16011.trace.csv.gz,7439be80093a24d3a53be61e0e78662b090a6c3a8e0c86f927f1569c82aa1f69,45516,219571,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16011,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16012.trace.csv.gz,8932e2be8725ab1af30f57581ff93b89fcad5a1ac014a7fa2e500e5596b73303,45808,220163,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16012,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16013.trace.csv.gz,1ab117b79bcebd322ad50c9ed28036638ed117f9e4825427ec1042a4c4be3f40,45825,220555,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16013,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16014.trace.csv.gz,7aecade7eca3997e9bdc9b388733056aa64f6dedbcd90793d0864eddae5049a2,45785,221098,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16014,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16015.trace.csv.gz,47c80fc9bab22bc886095d4a98ebc31e985423fd1612ba596a6ea47613cffe58,45815,218787,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16015,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16016.trace.csv.gz,fe7e7f7ad59f07af5dc4696541839f6db3e5079df75fdac8d42d9cab799caac9,45776,220530,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16016,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16017.trace.csv.gz,2687df955746199dbb2da45d947ad61e4ca535b2a9e7a29d831a1634da006db8,45649,219583,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16017,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16018.trace.csv.gz,4ec9fbfbbec4163959c918a603ac34af69670f4d301cead6a538333b9db225cb,45595,220904,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16018,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16019.trace.csv.gz,cb0109a4a654924f7d1b63d2c7bb059c489c4090dc28ffd57b9698fc2c56d9f4,45619,219594,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16019,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16020.trace.csv.gz,70265e8d898581f336f8a2a72d70796b94afb1e859c99e17dd09982c9ae8df7f,45812,218282,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16020,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16021.trace.csv.gz,0f32b753e46a596bd687d9bb6978bb307935936110ecca5067f64b14f73c4aff,45644,219032,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16021,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16022.trace.csv.gz,252093569f5aae1ca1b88af0cfd9dc6b6c6c70b1b3f4ed1b03041f2adcf2a5ca,45642,220459,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16022,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16023.trace.csv.gz,8d2ae658d2711065eaa9fcd8a94d31ce229d025e2742c6514a8ddb081927200d,46095,220558,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16023,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16024.trace.csv.gz,d46cc9392bc4d99c7d765095b40c353733133f3fdfc72e2f0727b6821f25d82b,45768,220613,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16024,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16025.trace.csv.gz,2495c2f496937c13af218e77739677267efdc6a4e7d2b120ac2ad9eecf0deaba,45765,221904,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16025,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16026.trace.csv.gz,212616baab812cc144dd3c62fd1c083a7c7826bc10fa6a3173711437572bfb86,45900,218891,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16026,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16027.trace.csv.gz,597ecf9d862c9ae0f1950d0cb93c85344fbbb27c58bdd2308f8eafcee110af6f,45850,219432,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16027,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16028.trace.csv.gz,9a5e5667d916df7ae143f1d3756155d2787aef258ae8954e347513b55e7a214d,45891,222009,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16028,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__selected_temporal_drqn__seed_16029.trace.csv.gz,debf5ea7ea778320fc714b15baccb9fc32ca525ec46ee290f490e9da6e8b4b47,45997,219783,240,sensorized_sil_trace_v2,combined_executed_condition,selected_temporal_drqn,16029,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16000.trace.csv.gz,6c882610ff8d717885cec2cea85f30ed2cd26ab7a1ebb0c1983d3feec02a5372,46052,219958,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16000,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16001.trace.csv.gz,2280b8972ce8c0f9735fb6a0a78ea10cd23c11d3ed6afe46f70fc39bd5b6cb6d,46106,218682,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16001,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16002.trace.csv.gz,8feb3ba3514a8ac1081ddc5ea795073cd3e9b7a5b10fa8d9cb14075704201582,46085,218991,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16002,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16003.trace.csv.gz,63ebcdf2b342403da6b60332c5333ab0170d0b3c3729222e456830a4a92eb251,45688,219813,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16003,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16004.trace.csv.gz,6532fb005cd32f5a617265ad7c9703503cc8dd5f625f2acc757c4512e9a46a05,45964,218061,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16004,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16005.trace.csv.gz,08f87f30f2d0de1857206aac7516e402f47a75c7a694742ffda060c0b161a6ff,45981,219681,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16005,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16006.trace.csv.gz,9a3d97e63b6c46a932e5ea1c73ad45cce8413f125ae0fe03e9ab55b73ad750a5,46044,219668,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16006,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16007.trace.csv.gz,273b15b1707a72b3382983e7630ccd8eb6a21f26e199bef52eb5ae3bc7c20441,46093,218872,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16007,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16008.trace.csv.gz,0545da16c1f8b4ce916d1e19129c820e2eb8d81a6892ac69dd962d52061ba3a4,46207,219686,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16008,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16009.trace.csv.gz,d08e8d07e50b488b6d7f9afd597623191aca7f19aebf5e8b8d117f5b2286bbd5,45975,220070,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16009,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16010.trace.csv.gz,b62af5b14ea6aa644eff9d41d4c7300b313ee70903fc3b21297421999b5a4070,45994,219284,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16010,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16011.trace.csv.gz,f9d1d29ce1092c36ed26a491e05ad513e8d7870a5992545ce7ed06d2a10526a3,45883,218725,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16011,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16012.trace.csv.gz,45d37452b2f838e86dec19af368b9237f3cb4588c2754f99d704a6ff8a491afd,45965,219643,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16012,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16013.trace.csv.gz,a9877269f7544e0ed21e8c529eb6e109dfaec891db17c1d50ec72a8b181f6ebe,46152,220600,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16013,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16014.trace.csv.gz,7b73adabecce122677afca941986d98c487bbe27acca16481d0c64cbb8dd8051,46044,221117,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16014,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16015.trace.csv.gz,0c13fdaf9bdd5759babdd48d3a47f7f05564a879503a3ff69ef78b4e09f78e65,46118,219486,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16015,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16016.trace.csv.gz,de6d84de054d4338bc594b656b92ad509a651641e751e139cafbb448cf334897,45983,219455,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16016,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16017.trace.csv.gz,e738710439d78d52f8ac231d9edca0f011e42b5173e48b770649ef0bb6d8b0da,45959,220116,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16017,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16018.trace.csv.gz,7623da840bd8dfc5313c85db9716afcb727b8543954a7e8fa800cb80bef02674,45738,221040,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16018,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16019.trace.csv.gz,127cf1ba93bf2039fae15dddfdf2e05575183bdfd37f2156fd7905744f9deb59,45896,220052,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16019,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16020.trace.csv.gz,e0b03cd0da4ab36fcfdab30b6c89f730d3d9f2be6d3c57bb324b6271b0816aad,46149,218291,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16020,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16021.trace.csv.gz,47ecf35943fafd4b2c1696a9879bf89dde08ca000a639f56048c6ff4c9e6c4c4,45898,219090,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16021,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16022.trace.csv.gz,c743562c0fa35396f06de7225f652ec32594aa8bb43557f20793058294f77fec,46045,220584,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16022,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16023.trace.csv.gz,bf691b1ac61a585d11720f66bb8b4853b5da75c30c902107e92a1a4f9612460a,46195,218855,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16023,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16024.trace.csv.gz,6f9743f27330ffb154246192401ffb5d0b4141addec4aee4b001315657022804,46145,220835,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16024,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16025.trace.csv.gz,27e039e25969c31303cdd7449b302563fa5ab1ad087e5c325d63e9923e7020eb,45840,220534,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16025,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16026.trace.csv.gz,27dbb1d2493c914d548c0e3b4752ecd0684fb452a3215b0430fffb5ab4e3307e,46250,219665,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16026,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16027.trace.csv.gz,7a54fd1f054ebeb85e9bb606614f6aab4efe326d84b5f7b983f4cef82018dc8a,46128,218075,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16027,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16028.trace.csv.gz,58beaaec809e525bf24511779fc7b2c46e5d281b2e52b45097a15e28851ce26e,46097,220922,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16028,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/combined_executed_condition__sensorized_controller__seed_16029.trace.csv.gz,1de182751af8747cc049728eec1b21cf32c4586d10964243bd70561bfc2435e1,46219,219549,240,sensorized_sil_trace_v2,combined_executed_condition,sensorized_controller,16029,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16000.trace.csv.gz,84ed6b9793c0a84b91436c95aa996ec23378aa36e15d3f52005100ad2bcacfa9,36797,214797,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16000,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16001.trace.csv.gz,929d57b45d65e4ccabd6d0c723b366d0cc1b74060a163e4d3a5600c0082244d7,36889,213618,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16001,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16002.trace.csv.gz,c9ea98715f5350a3a529f077c6fe4a3129d81e561332bc25b93c050b9ba59fde,39064,212418,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16002,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16003.trace.csv.gz,35d719bce366d76ebc137a3902c94ee9012399c387db884bd51299966f3ac2ab,38047,215224,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16003,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16004.trace.csv.gz,b0608bb375d73da7fa8d7b2dd1f1da18e7ada2e369893d31989a752e164288ec,37150,213676,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16004,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16005.trace.csv.gz,0833e6a134ddebc4dc7f8186a9546dada56f0854ab97a35747393d4ce969ca54,37620,214987,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16005,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16006.trace.csv.gz,1b7f3ceb1a4ebba3c046095a2054533651ec40b2bef93dfb41b56b97c0600b16,37042,213199,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16006,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16007.trace.csv.gz,9264584d4a12b5c9ac5b2561534f8dceaf12e8db587d7d69e45872adb3be3f34,37714,212234,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16007,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16008.trace.csv.gz,6c5b3a14313d7a5861e01b8ea706c9c678b6d15c82dfe0feb9c69ef2f7baed5b,36905,212764,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16008,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16009.trace.csv.gz,abdd0e1562ae195aee673ab828fe8feb9f2984fab97090baa1b4ac1703e41c91,35409,212630,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16009,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16010.trace.csv.gz,37cd2ee1aafbf3d77da2a0caff85111812e3cd8c4e874d72898b627f8a97aaaf,36233,213549,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16010,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16011.trace.csv.gz,a9efbb27938652de2def19dbfe0b09cccde106b18f7e194924a8cec218993819,35303,211082,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16011,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16012.trace.csv.gz,a6d790951d9bca43a8186cdd058045569d7d607d3d3d710c28407af891b250df,37965,213152,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16012,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16013.trace.csv.gz,f73638fa71550b585011455ef4c99376224d8fa8c72a5998ce4b3917be2b8af5,37738,214281,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16013,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16014.trace.csv.gz,be309f0c1c21973170cdd11baace6a8700af3bd90517673104e36748d231d8f0,36807,215793,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16014,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16015.trace.csv.gz,0952c727aa6aa7bca92ca729557e3daab33673ac3c0721b53af4cd1c4eebdd0e,37567,214243,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16015,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16016.trace.csv.gz,bebe931d29117407fb18074b163089dc69fee740f23db1d3173fffdf8e4d5187,37153,216529,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16016,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16017.trace.csv.gz,0cee3bdaf8445aaede4b9bac6493f313889ab8e0230ff00e03ab57d32a607af6,35896,213038,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16017,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16018.trace.csv.gz,032b63274d21c97ca09533f7dd23c1f71644021c2e83978299d797c81ebccbdc,32241,210839,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16018,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16019.trace.csv.gz,d9d2afa8cde6a305df11df790276d0a15c9738bbeab64dd83d7608de0f69d2a3,35880,212303,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16019,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16020.trace.csv.gz,6d474da82765ee66cf78f702e3c2a0ea0bd68a650da79397be0fdf6ff9396983,36218,210769,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16020,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16021.trace.csv.gz,7c3d63282fa53c6b11409adfad2c032e079bfefa0ffe52d32cfbbd233317ce2e,35776,214341,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16021,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16022.trace.csv.gz,65fb33e68aff112baa35570e4aa5623890a6eae76caa01b8b0a0fa52c5e3e92a,37489,213819,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16022,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16023.trace.csv.gz,f2e6e57ffb64a16cee4bc7d63c7533f1b07990dce2546004aaa7ac233dbfab2c,38377,213300,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16023,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16024.trace.csv.gz,8bbf3f1539a72e4930f73c7dcd659cc4d90d7921db3f3e055248c8672b0230f7,38949,215084,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16024,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16025.trace.csv.gz,4cb1b244f41b512e1d04988cd75f8f705dcac392cbf10e6eaaf7847e5a770160,37186,215917,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16025,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16026.trace.csv.gz,50915111a0ea9cdddf41b33051a84372d5c474ee9e3ef7f482a8eaddb5ac8e57,36857,212952,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16026,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16027.trace.csv.gz,fa2cba42a54bceb44441f45585b771264d8df38caae60b1f52d3dbf0eb477bea,37530,211854,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16027,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16028.trace.csv.gz,bf865fd9dc75a82bf9a74892a44b317a83e6b2265cffedece1f8b10369deb9f6,38893,216795,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16028,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__feed_forward_dqn__seed_16029.trace.csv.gz,f8837614b758497fbee1e05b372f2bc6923601d5cc2c6dce64a089dbb74fe962,38092,215523,240,sensorized_sil_trace_v2,latency_only,feed_forward_dqn,16029,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__fuzzy_relative_reliability__seed_16000.trace.csv.gz,d18d08d59359e8483f20351aca34d1695a53972895867f1f58c064c29c9eb27d,36876,217120,240,sensorized_sil_trace_v2,latency_only,fuzzy_relative_reliability,16000,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__fuzzy_relative_reliability__seed_16001.trace.csv.gz,3a88c4c43e3472c94e6e0c65be4ebe5227215bb7ea2a4b5e86b39ca4d4c2169b,37895,214070,240,sensorized_sil_trace_v2,latency_only,fuzzy_relative_reliability,16001,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__fuzzy_relative_reliability__seed_16002.trace.csv.gz,44e650d46f03e5f96b1ea1158ded9db3c2e062e7407c0235ccb888ad4fce405d,34979,212739,240,sensorized_sil_trace_v2,latency_only,fuzzy_relative_reliability,16002,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__fuzzy_relative_reliability__seed_16003.trace.csv.gz,1e3ee5ecee60cf6c165e4564c2de1c90dd87dc8e192eee0c1a8848cfd2f21f9f,38070,217624,240,sensorized_sil_trace_v2,latency_only,fuzzy_relative_reliability,16003,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__fuzzy_relative_reliability__seed_16004.trace.csv.gz,5c9317a0c646c79042758903f06f17be3f1f82a2a85ddb8f71418732f6c203fb,37188,216376,240,sensorized_sil_trace_v2,latency_only,fuzzy_relative_reliability,16004,eval,True
